Source,User ID,Source
Instagram,WDK2021648,Instagram
Snapchat,WDR1132643,Snapchat
Offline Campaign,WDW1864218,Offline Campaign
Snapchat,WDW1994410,Snapchat
Instagram,WDX1746608,Instagram
Offline Campaign,WEM2321504,Offline Campaign
Instagram,WEO765040,Instagram
Offline Campaign,WEP2695475,Offline Campaign
Instagram,WEQ2563903,Instagram
Snapchat,WEV2061497,Snapchat
Organic,WEY197830,Organic
Google,WEY2112684,Google
Organic,WFA568448,Organic
Snapchat,WFA769837,Snapchat
Offline Campaign,WFF1311211,Offline Campaign
Organic,WFK129441,Organic
Offline Campaign,WFL1623730,Offline Campaign
Instagram,WFV317898,Instagram
Instagram,WGD14105432,Instagram
Organic,WGF991326,Organic
Snapchat,WGN2619701,Snapchat
Facebook,WGT435550,Facebook
Facebook,WHF896750,Facebook
Offline Campaign,WHI2634839,Offline Campaign
Offline Campaign,WHQ1179755,Offline Campaign
Snapchat,WHR180319,Snapchat
Offline Campaign,WHS1948123,Offline Campaign
Instagram,WHS2069972,Instagram
Organic,WHU1141151,Organic
Instagram,WHU499477,Instagram
Offline Campaign,WHW1934650,Offline Campaign
Snapchat,WIC1752908,Snapchat
Facebook,WIG2364815,Facebook
Google,WIL933684,Google
Organic,WJM1223517,Organic
Instagram,WJT2128488,Instagram
Instagram,WJT968388,Instagram
Google,WKK2540662,Google
Snapchat,WKL329574,Snapchat
Google,WKM1177931,Google
Snapchat,WKN16105855,Snapchat
Offline Campaign,WKO1731902,Offline Campaign
Instagram,WKQ568979,Instagram
Offline Campaign,WKS2030480,Offline Campaign
Snapchat,WKS885527,Snapchat
Instagram,WKY1592472,Instagram
Instagram,WKY2190168,Instagram
Facebook,WLU951255,Facebook
Offline Campaign,WLZ426154,Offline Campaign
Organic,WMA1263747,Organic
Instagram,WMA243398,Instagram
Organic,WME1656097,Organic
Snapchat,WMG2148357,Snapchat
Instagram,WMI1678090,Instagram
Instagram,WMN927870,Instagram
Offline Campaign,WMU1764443,Offline Campaign
Snapchat,WMY2381234,Snapchat
Google,WMZ1673611,Google
Google,WNH2543797,Google
Offline Campaign,WNL1565283,Offline Campaign
Offline Campaign,WNM954549,Offline Campaign
Offline Campaign,WNO20108195,Offline Campaign
Offline Campaign,WNQ1476026,Offline Campaign
Offline Campaign,WNR2459115,Offline Campaign
Offline Campaign,WNV1726265,Offline Campaign
Offline Campaign,WNV2513239,Offline Campaign
Facebook,WNZ163057,Facebook
Facebook,WOA175555,Facebook
Snapchat,WOC893306,Snapchat
Offline Campaign,WOG342774,Offline Campaign
Google,WOK311913,Google
Snapchat,WOR2199780,Snapchat
Snapchat,WOV37074,Snapchat
Instagram,WOX1661827,Instagram
Facebook,WOY477649,Facebook
Organic,WPI283397,Organic
Facebook,WPK2352830,Facebook
Offline Campaign,WPP1837920,Offline Campaign
Instagram,WPX1435355,Instagram
Organic,WQH963801,Organic
Offline Campaign,WQI1448501,Offline Campaign
Google,WQK2590192,Google
Instagram,WQP1775462,Instagram
Snapchat,WQT2625617,Snapchat
Snapchat,WQV320862,Snapchat
Offline Campaign,WQW2683535,Offline Campaign
Google,WRA1740374,Google
Snapchat,WRI1028728,Snapchat
Snapchat,WRK1974667,Snapchat
Organic,WRP1844013,Organic
Instagram,WRT1554711,Instagram
Offline Campaign,WRW425965,Offline Campaign
Snapchat,WSK2072720,Snapchat
Instagram,WSM1014727,Instagram
Facebook,WSP2083238,Facebook
Instagram,WTB2197689,Instagram
Organic,WTE8104418,Organic
Offline Campaign,WTM2127375,Offline Campaign
Offline Campaign,WTO56831,Offline Campaign
Snapchat,WTS1650607,Snapchat
Facebook,WTZ1732478,Facebook
Offline Campaign,WTZ338592,Offline Campaign
Instagram,WUB1078543,Instagram
Snapchat,WUC1358218,Snapchat
Facebook,WUE155596,Facebook
Offline Campaign,WUK158127,Offline Campaign
Facebook,WUO244697,Facebook
Instagram,WUP2657264,Instagram
Facebook,WUS2150049,Facebook
Snapchat,WUV2361614,Snapchat
Snapchat,WVK2387027,Snapchat
Instagram,WVP1623061,Instagram
Facebook,WVT2090933,Facebook
Offline Campaign,WWB671853,Offline Campaign
Snapchat,WWC2687762,Snapchat
Organic,WWC812033,Organic
Offline Campaign,WWG1315951,Offline Campaign
Facebook,WWG239207,Facebook
Facebook,WWH2238094,Facebook
Facebook,WWM320250,Facebook
Facebook,WWO1728482,Facebook
Offline Campaign,WWQ485404,Offline Campaign
Offline Campaign,WWT2172192,Offline Campaign
Facebook,WWU1593477,Facebook
Google,WWW819296,Google
Instagram,WWY1882023,Instagram
Snapchat,WXE5107730,Snapchat
Organic,WXH324666,Organic
Organic,WXP1341364,Organic
Snapchat,WXR2047568,Snapchat
Instagram,WYC928560,Instagram
Offline Campaign,WYD394365,Offline Campaign
Offline Campaign,WYG23102045,Offline Campaign
Offline Campaign,WYI119947,Offline Campaign
Offline Campaign,WYO934239,Offline Campaign
Instagram,WYR1091290,Instagram
Snapchat,WYW2228758,Snapchat
Instagram,WYW2251999,Instagram
Facebook,WZD2288302,Facebook
Organic,WZD321126,Organic
Snapchat,WZD596933,Snapchat
Instagram,WZH1113854,Instagram
Instagram,WZH755662,Instagram
Organic,WZM1234848,Organic
Offline Campaign,WZN1283940,Offline Campaign
Snapchat,WZN1786046,Snapchat
Snapchat,WZV11100629,Snapchat
Google,XAC14109449,Google
Google,XAE1676638,Google
Google,XAO1312258,Google
Snapchat,XAU23103998,Snapchat
Google,XAX278834,Google
Offline Campaign,XBA2239396,Offline Campaign
Snapchat,XBD1514859,Snapchat
Instagram,XBZ398022,Instagram
Facebook,XCU5104238,Facebook
Offline Campaign,XCX2185884,Offline Campaign
Instagram,XCX870470,Instagram
Organic,XCY773293,Organic
Snapchat,XDD546281,Snapchat
Instagram,XDH1690603,Instagram
Snapchat,XDL1444943,Snapchat
Facebook,XDQ585392,Facebook
Instagram,XDR2356154,Instagram
Offline Campaign,XDV2668367,Offline Campaign
Snapchat,XDX921255,Snapchat
Snapchat,XEK2533384,Snapchat
Google,XEO2349344,Google
Snapchat,XEO2484552,Snapchat
Offline Campaign,XEP1780445,Offline Campaign
Organic,XFC315768,Organic
Snapchat,XFT852218,Snapchat
Facebook,XFX16108243,Facebook
Snapchat,XFX2072492,Snapchat
Facebook,XGA474790,Facebook
Google,XGJ1139531,Google
Google,XGL479938,Google
Offline Campaign,XHD1529916,Offline Campaign
Facebook,XHF16103125,Facebook
Offline Campaign,XHH1262172,Offline Campaign
Snapchat,XHH919803,Snapchat
Instagram,XHI437845,Instagram
Offline Campaign,XHL1928134,Offline Campaign
Instagram,XHN6103422,Instagram
Instagram,XHT1820745,Instagram
Facebook,XHV2058761,Facebook
Offline Campaign,XIG5100701,Offline Campaign
Facebook,XII375039,Facebook
Instagram,XIJ2420958,Instagram
Organic,XIK1313260,Organic
Instagram,XIN1823247,Instagram
Google,XIY524108,Google
Snapchat,XJA2229274,Snapchat
Snapchat,XJC1958554,Snapchat
Snapchat,XJF1439144,Snapchat
Instagram,XJM1751384,Instagram
Google,XJQ18100971,Google
Offline Campaign,XKC2315318,Offline Campaign
Organic,XKK570845,Organic
Facebook,XKO186739,Facebook
Google,XKT1855053,Google
Snapchat,XLA2491395,Snapchat
Google,XLP1474307,Google
Offline Campaign,XLT20106050,Offline Campaign
Instagram,XLU1153223,Instagram
Instagram,XLU1288128,Instagram
Google,XLV1579905,Google
Google,XLW2512570,Google
Facebook,XLX2566624,Facebook
Snapchat,XMA1195199,Snapchat
Snapchat,XMD2176746,Snapchat
Facebook,XMH2480013,Facebook
Snapchat,XMK2315609,Snapchat
Snapchat,XMM1911850,Snapchat
Snapchat,XMM263291,Snapchat
Organic,XMP1410344,Organic
Instagram,XNC2666381,Instagram
Snapchat,XNH898880,Snapchat
Instagram,XNK194338,Instagram
Facebook,XNP19106689,Facebook
Facebook,XNS2236465,Facebook
Offline Campaign,XNS438376,Offline Campaign
Organic,XOF2012723,Organic
Organic,XOG239693,Organic
Facebook,XOG811856,Facebook
Organic,XOP2112867,Organic
Facebook,XPA2654423,Facebook
Facebook,XPE17107493,Facebook
Instagram,XPE498400,Instagram
Offline Campaign,XPL2649818,Offline Campaign
Facebook,XPT2688914,Facebook
Instagram,XPU316323,Instagram
Offline Campaign,XPY2067701,Offline Campaign
Google,XQA1142549,Google
Google,XQB944610,Google
Google,XQJ328176,Google
Snapchat,XQM16100710,Snapchat
Facebook,XQN1266024,Facebook
Instagram,XRE1797398,Instagram
Instagram,XRE958149,Instagram
Facebook,XRG2124960,Facebook
Facebook,XRR2383016,Facebook
Organic,XRW1398511,Organic
Offline Campaign,XRZ24106650,Offline Campaign
Offline Campaign,XSA2151360,Offline Campaign
Instagram,XSI1349689,Instagram
Facebook,XSL18108975,Facebook
Facebook,XSP1582764,Facebook
Organic,XSP710818,Organic
Instagram,XSQ1944583,Instagram
Facebook,XSR397560,Facebook
Google,XSS2618528,Google
Google,XSU1343419,Google
Instagram,XTM170017,Instagram
Offline Campaign,XTN13103335,Offline Campaign
Offline Campaign,XTN17102597,Offline Campaign
Facebook,XTO530132,Facebook
Facebook,XTS1422437,Facebook
Offline Campaign,XUP418417,Offline Campaign
Facebook,XUQ2377082,Facebook
Snapchat,XUX668403,Snapchat
Snapchat,XUY169819,Snapchat
Offline Campaign,XUZ3105276,Offline Campaign
Instagram,XVP1274829,Instagram
Instagram,XVT390210,Instagram
Snapchat,XVU1551165,Snapchat
Instagram,XVY1773497,Instagram
Google,XVZ615561,Google
Instagram,XWA818798,Instagram
Offline Campaign,XWD1179995,Offline Campaign
Snapchat,XWJ2642381,Snapchat
Facebook,XWM2631530,Facebook
Facebook,XWP1518423,Facebook
Offline Campaign,XXE6107175,Offline Campaign
Offline Campaign,XXF1745891,Offline Campaign
Facebook,XXQ2114052,Facebook
Google,XXV119663,Google
Snapchat,XYB1743839,Snapchat
Snapchat,XYC2191245,Snapchat
Facebook,XYC963555,Facebook
Offline Campaign,XYF366531,Offline Campaign
Snapchat,XYS3106089,Snapchat
Snapchat,XYU2524957,Snapchat
Organic,XYZ1546416,Organic
Instagram,XZA1523607,Instagram
Facebook,XZA380286,Facebook
Offline Campaign,XZD2015543,Offline Campaign
Instagram,XZT2055119,Instagram
Snapchat,YAF318999,Snapchat
Instagram,YAV1557783,Instagram
Facebook,YAV826781,Facebook
Facebook,YAX1730309,Facebook
Facebook,YBI15101529,Facebook
Offline Campaign,YBO1874124,Offline Campaign
Snapchat,YBQ2383568,Snapchat
Google,YBR1913956,Google
Snapchat,YBV1270761,Snapchat
Instagram,YCJ1591197,Instagram
Facebook,YCQ667191,Facebook
Instagram,YCS268829,Instagram
Facebook,YCW1723790,Facebook
Offline Campaign,YCY13106851,Offline Campaign
Offline Campaign,YDE2049902,Offline Campaign
Instagram,YDL97113,Instagram
Google,YDW1836801,Google
Facebook,YDY2193213,Facebook
Offline Campaign,YEA15109446,Offline Campaign
Snapchat,YEH2237833,Snapchat
Offline Campaign,YEI2319287,Offline Campaign
Offline Campaign,YEY9102696,Offline Campaign
Facebook,YFG134443,Facebook
Facebook,YFJ1737095,Facebook
Offline Campaign,YFP947802,Offline Campaign
Instagram,YFR1281342,Instagram
Offline Campaign,YFX1129448,Offline Campaign
Snapchat,YFX2269864,Snapchat
Snapchat,YFZ1582842,Snapchat
Offline Campaign,YGA374214,Offline Campaign
Google,YGK1622596,Google
Offline Campaign,YGN1023826,Offline Campaign
Offline Campaign,YGQ79909,Offline Campaign
Snapchat,YGS1164422,Snapchat
Offline Campaign,YGS1553559,Offline Campaign
Google,YGW1771763,Google
Organic,YGX840041,Organic
Facebook,YHA1334416,Facebook
Organic,YHF1764437,Organic
Facebook,YHI1657111,Facebook
Snapchat,YHL1588869,Snapchat
Google,YHN1186250,Google
Facebook,YHO1992184,Facebook
Google,YHV247932,Google
Instagram,YIH1443635,Instagram
Facebook,YIL1565421,Facebook
Instagram,YIN487033,Instagram
Snapchat,YIS1814874,Snapchat
Snapchat,YIT184981,Snapchat
Google,YIW1993189,Google
Offline Campaign,YIX149710,Offline Campaign
Organic,YJE1492949,Organic
Instagram,YJG1470266,Instagram
Snapchat,YJI26108867,Snapchat
Offline Campaign,YJR2361353,Offline Campaign
Organic,YJR444475,Organic
Snapchat,YKB698322,Snapchat
Snapchat,YKC1347997,Snapchat
Organic,YKC1779890,Organic
Google,YKP2096276,Google
Organic,YKP2359946,Organic
Snapchat,YKS20108741,Snapchat
Facebook,YKX654252,Facebook
Snapchat,YLS1572852,Snapchat
Facebook,YLX2550928,Facebook
Organic,YLZ26107274,Organic
Facebook,YMK16104583,Facebook
Offline Campaign,YMM26103698,Offline Campaign
Google,YNE557201,Google
Facebook,YNF782488,Facebook
Snapchat,YNG2476569,Snapchat
Snapchat,YNH13103785,Snapchat
Instagram,YNI24106356,Instagram
Facebook,YNN446548,Facebook
Offline Campaign,YNR374679,Offline Campaign
Instagram,YNT1363618,Instagram
Instagram,YNU977850,Instagram
Snapchat,YNW267470,Snapchat
Organic,YOC998046,Organic
Google,YOG2585518,Google
Snapchat,YOO1628005,Snapchat
Snapchat,YOP778705,Snapchat
Snapchat,YOU234995,Snapchat
Organic,YOZ831962,Organic
Organic,YPA206849,Organic
Google,YPD206813,Google
Google,YPE136558,Google
Facebook,YPH2165616,Facebook
Google,YPI821147,Google
Instagram,YQA2391470,Instagram
Instagram,YQG1684396,Instagram
Offline Campaign,YQQ746446,Offline Campaign
Facebook,YQR644514,Facebook
Google,YQT158661,Google
Instagram,YQV1467824,Instagram
Offline Campaign,YRA2257669,Offline Campaign
Organic,YRX1041466,Organic
Offline Campaign,YRY1020787,Offline Campaign
Offline Campaign,YSL1735691,Offline Campaign
Facebook,YSM16104673,Facebook
Google,YTA440788,Google
Google,YTD699729,Google
Instagram,YTD875777,Instagram
Organic,YTE1230117,Organic
Snapchat,YTG2384213,Snapchat
Instagram,YTR730762,Instagram
Facebook,YTU1658785,Facebook
Offline Campaign,YTV444481,Offline Campaign
Facebook,YUJ614964,Facebook
Snapchat,YUN2654006,Snapchat
Instagram,YUT2058233,Instagram
Instagram,YVB20107367,Instagram
Instagram,YVF251600,Instagram
Snapchat,YVF559334,Snapchat
Google,YVM10108573,Google
Snapchat,YVV2066543,Snapchat
Offline Campaign,YVX1586550,Offline Campaign
Facebook,YVX2444052,Facebook
Offline Campaign,YWJ352401,Offline Campaign
Google,YWW1869453,Google
Facebook,YXE970719,Facebook
Instagram,YXF2478750,Instagram
Snapchat,YXJ6102783,Snapchat
Facebook,YXP1714328,Facebook
Facebook,YXR2150796,Facebook
Instagram,YYC2555878,Instagram
Facebook,YYI1475645,Facebook
Facebook,YYJ361005,Facebook
Snapchat,YYK596966,Snapchat
Facebook,YYO1424489,Facebook
Instagram,YZD1027699,Instagram
Snapchat,YZF1242222,Snapchat
Offline Campaign,YZM1142408,Offline Campaign
Offline Campaign,YZR1993639,Offline Campaign
Offline Campaign,YZX886568,Offline Campaign
Snapchat,YZZ484177,Snapchat
Instagram,ZAA1168592,Instagram
Organic,ZAF1239027,Organic
Organic,ZAN2012183,Organic
Offline Campaign,ZAW2426436,Offline Campaign
Snapchat,ZAY1163573,Snapchat
Google,ZAY269873,Google
Facebook,ZBH2556475,Facebook
Instagram,ZBJ245972,Instagram
Google,ZCA177053,Google
Organic,ZCC2261377,Organic
Instagram,ZCF2614487,Instagram
Google,ZCH639462,Google
Offline Campaign,ZCK1930645,Offline Campaign
Google,ZCM1524219,Google
Offline Campaign,ZCO1146731,Offline Campaign
Organic,ZCQ2123010,Organic
Google,ZCZ7100770,Google
Snapchat,ZDC2032601,Snapchat
Offline Campaign,ZDC555044,Offline Campaign
Google,ZDD2559250,Google
Facebook,ZDG1590918,Facebook
Instagram,ZDM1557732,Instagram
Offline Campaign,ZDN1332850,Offline Campaign
Google,ZED939447,Google
Facebook,ZEI18100788,Facebook
Instagram,ZEI890627,Instagram
Organic,ZES1551243,Organic
Instagram,ZEW1353880,Instagram
Offline Campaign,ZEX1237611,Offline Campaign
Facebook,ZFB19103029,Facebook
Organic,ZFG1016419,Organic
Google,ZFM2499387,Google
Offline Campaign,ZFU1177178,Offline Campaign
Google,ZFW1552893,Google
Instagram,ZGC1697710,Instagram
Facebook,ZGC2637407,Facebook
Instagram,ZGN595637,Instagram
Google,ZGS1131773,Google
Google,ZGU1125056,Google
Organic,ZGY927273,Organic
Google,ZHD1652596,Google
Snapchat,ZHD885350,Snapchat
Facebook,ZHF2399318,Facebook
Google,ZHK1067710,Google
Instagram,ZHN1622848,Instagram
Instagram,ZHO17104049,Instagram
Instagram,ZHT1045639,Instagram
Snapchat,ZHU1761320,Snapchat
Facebook,ZHU555677,Facebook
Organic,ZHY548903,Organic
Snapchat,ZIC1024465,Snapchat
Instagram,ZIE838499,Instagram
Facebook,ZIK2229445,Facebook
Google,ZIN1058509,Google
Offline Campaign,ZIP1042807,Offline Campaign
Instagram,ZIR5105042,Instagram
Facebook,ZIX997371,Facebook
Facebook,ZIY2383046,Facebook
Instagram,ZJG331227,Instagram
Facebook,ZJJ1075333,Facebook
Instagram,ZJL1945027,Instagram
Snapchat,ZJN1197515,Snapchat
Instagram,ZJQ333816,Instagram
Offline Campaign,ZJW2281555,Offline Campaign
Instagram,ZJY107677,Instagram
Snapchat,ZKJ2034059,Snapchat
Snapchat,ZKJ2387462,Snapchat
Facebook,ZKS580010,Facebook
Snapchat,ZKT1820076,Snapchat
Facebook,ZKU2195478,Facebook
Google,ZKW1938901,Google
Snapchat,ZLE1417034,Snapchat
Google,ZLP2321357,Google
Google,ZLQ23104592,Google
Facebook,ZLU390051,Facebook
Facebook,ZMI1895655,Facebook
Instagram,ZMI1922218,Instagram
Organic,ZML1917379,Organic
Offline Campaign,ZMU780133,Offline Campaign
Organic,ZMW1032820,Organic
Facebook,ZMX14107466,Facebook
Offline Campaign,ZNH751408,Offline Campaign
Snapchat,ZNJ1860945,Snapchat
Facebook,ZNL1037497,Facebook
Snapchat,ZNM570131,Snapchat
Facebook,ZNR886979,Facebook
Organic,ZNV2180157,Organic
Organic,ZNW1346515,Organic
Facebook,ZOC872576,Facebook
Offline Campaign,ZOE2528269,Offline Campaign
Facebook,ZOL1595160,Facebook
Instagram,ZON1598028,Instagram
Offline Campaign,ZON898304,Offline Campaign
Instagram,ZOR1650187,Instagram
Offline Campaign,ZPA1320592,Offline Campaign
Facebook,ZPG1647907,Facebook
Instagram,ZPH1918546,Instagram
Offline Campaign,ZPO1751804,Offline Campaign
Snapchat,ZPP513893,Snapchat
Organic,ZPV2354468,Organic
Instagram,ZQB1793720,Instagram
Google,ZQB198457,Google
Google,ZQE268256,Google
Instagram,ZQQ1543785,Instagram
Organic,ZQR675102,Organic
Snapchat,ZQS17104373,Snapchat
Facebook,ZQY1828911,Facebook
Google,ZRI25104688,Google
Facebook,ZRL855572,Facebook
Offline Campaign,ZRM1574871,Offline Campaign
Organic,ZRN938295,Organic
Organic,ZRY2150100,Organic
Facebook,ZRZ2173902,Facebook
Organic,ZSB748186,Organic
Facebook,ZTL1451918,Facebook
Facebook,ZTS1972894,Facebook
Google,ZTT157503,Google
Instagram,ZUM2324999,Instagram
Snapchat,ZUO1950349,Snapchat
Offline Campaign,ZUP8102705,Offline Campaign
Snapchat,ZUT1961581,Snapchat
Offline Campaign,ZUZ1395298,Offline Campaign
Snapchat,ZUZ968982,Snapchat
Google,ZVB14101274,Google
Google,ZVD2689373,Google
Offline Campaign,ZVE1814865,Offline Campaign
Snapchat,ZVI1393261,Snapchat
Facebook,ZVI184072,Facebook
Facebook,ZVU2018558,Facebook
Organic,ZVU712672,Organic
Facebook,ZWB2092244,Facebook
Offline Campaign,ZWB332703,Offline Campaign
Snapchat,ZWW569288,Snapchat
Instagram,ZXF999360,Instagram
Organic,ZXM1358452,Organic
Google,ZXM595103,Google
Instagram,ZXM612261,Instagram
Organic,ZXO1632598,Organic
Facebook,ZXP1238469,Facebook
Offline Campaign,ZXS1160339,Offline Campaign
Instagram,ZXU2430366,Instagram
Offline Campaign,ZXY1812528,Offline Campaign
Facebook,ZYG693321,Facebook
Facebook,ZYV752536,Facebook
Organic,ZZB2240902,Organic
Offline Campaign,ZZM1967341,Offline Campaign
Facebook,ZZN585308,Facebook
Offline Campaign,ZZY1437275,Offline Campaign
